transaction_id,timestamp,sender_msisdn,receiver_msisdn,amount,currency,transaction_type,operator,status,region,fee,transaction_type_label,txn_date,txn_hour,txn_day_of_week,txn_month,txn_quarter,is_weekend,amount_bucket,is_high_value,time_since_last_txn_sec,is_rapid_succession,total_debit
TXN00004192,2024-01-03 21:51:00,0248815365,0551876691,442.54,GHS,WDR,AIRTELTIGO,SUCCESS,ASHANTI,6.05,Withdrawal,2024-01-03,21,Wednesday,1,1,False,Medium (200-500),False,,False,448.59
TXN00003591,2024-01-03 11:50:00,0248819231,0555466263,98.5,GHS,MBP,AIRTELTIGO,FAILED,GREATER ACCRA,1.09,Merchant Bill Payment,2024-01-03,11,Wednesday,1,1,False,Small (50-200),False,,False,99.59
TXN00001747,2024-01-02 05:06:00,0248820276,0551292155,1.27,GHS,P2P,MTN,SUCCESS,BRONG-AHAFO,0.01,Peer to Peer Transfer,2024-01-02,5,Tuesday,1,1,False,Micro (<50),False,,False,1.28
TXN00002232,2024-01-02 13:11:00,0248820800,0558032657,48.88,GHS,AIRTIME,MTN,SUCCESS,ASHANTI,0.52,Airtime Top-Up,2024-01-02,13,Tuesday,1,1,False,Micro (<50),False,,False,49.4
TXN00001984,2024-01-02 09:03:00,0248821447,0550319296,6.25,GHS,MBP,MTN,SUCCESS,GREATER ACCRA,0.09,Merchant Bill Payment,2024-01-02,9,Tuesday,1,1,False,Micro (<50),False,,False,6.34
TXN00002146,2024-01-02 11:45:00,0248821649,0550027980,158.59,GHS,WDR,MTN,SUCCESS,GREATER ACCRA,1.41,Withdrawal,2024-01-02,11,Tuesday,1,1,False,Small (50-200),False,,False,160.0
TXN00005796,2024-01-05 00:35:00,0248821752,0550144921,341.01,GHS,P2P,AIRTELTIGO,SUCCESS,EASTERN,1.75,Peer to Peer Transfer,2024-01-05,0,Friday,1,1,False,Medium (200-500),False,,False,342.76
TXN00004996,2024-01-04 11:15:00,0248822826,0554457074,245.48,GHS,DEP,AIRTELTIGO,SUCCESS,GREATER ACCRA,3.26,Deposit,2024-01-04,11,Thursday,1,1,False,Medium (200-500),False,,False,248.74
TXN00004713,2024-01-04 06:32:00,0248822842,0557880881,27.97,GHS,DEP,MTN,SUCCESS,BRONG-AHAFO,0.35,Deposit,2024-01-04,6,Thursday,1,1,False,Micro (<50),False,,False,28.32
TXN00001923,2024-01-02 08:02:00,0248822924,0554932198,123.22,GHS,DEP,VODAFONE,SUCCESS,GREATER ACCRA,1.79,Deposit,2024-01-02,8,Tuesday,1,1,False,Small (50-200),False,,False,125.01
TXN00007112,2024-01-05 22:31:00,0248824174,0553487076,2601.26,GHS,P2P,MTN,SUCCESS,GREATER ACCRA,16.65,Peer to Peer Transfer,2024-01-05,22,Friday,1,1,False,High Value (1k+),True,,False,2617.91
TXN00008764,2024-01-07 02:03:00,0248824602,0552685382,885.33,GHS,INTL,MTN,SUCCESS,EASTERN,6.54,International Transfer,2024-01-07,2,Sunday,1,1,True,Large (500-1k),False,,False,891.87
TXN00008137,2024-01-06 15:36:00,0248825530,0551471588,43.84,GHS,P2P,VODAFONE,FAILED,GREATER ACCRA,0.42,Peer to Peer Transfer,2024-01-06,15,Saturday,1,1,True,Micro (<50),False,,False,44.26
TXN00000431,2024-01-01 07:10:00,0248826223,0556160991,8.48,GHS,MBP,AIRTELTIGO,SUCCESS,WESTERN,0.06,Merchant Bill Payment,2024-01-01,7,Monday,1,1,False,Micro (<50),False,,False,8.54
TXN00004669,2024-01-04 05:48:00,0248828739,0556588343,319.14,GHS,MBP,MTN,SUCCESS,GREATER ACCRA,3.29,Merchant Bill Payment,2024-01-04,5,Thursday,1,1,False,Medium (200-500),False,,False,322.43
TXN00008615,2024-01-06 23:34:00,0248830245,0550257829,38.94,GHS,WDR,MTN,SUCCESS,GREATER ACCRA,0.55,Withdrawal,2024-01-06,23,Saturday,1,1,True,Micro (<50),False,,False,39.49
TXN00005879,2024-01-05 01:58:00,0248830543,0555610480,4.59,GHS,P2P,MTN,SUCCESS,GREATER ACCRA,0.04,Peer to Peer Transfer,2024-01-05,1,Friday,1,1,False,Micro (<50),False,,False,4.63
TXN00006261,2024-01-05 08:20:00,0248831760,0557984709,22.52,GHS,P2P,VODAFONE,SUCCESS,GREATER ACCRA,0.27,Peer to Peer Transfer,2024-01-05,8,Friday,1,1,False,Micro (<50),False,,False,22.79
TXN00009144,2024-01-07 08:23:00,0248832339,0552554849,28.39,GHS,MBP,MTN,SUCCESS,GREATER ACCRA,0.17,Merchant Bill Payment,2024-01-07,8,Sunday,1,1,True,Micro (<50),False,,False,28.56
TXN00009293,2024-01-07 10:52:00,0248833473,0553389984,40.32,GHS,P2P,MTN,SUCCESS,ASHANTI,0.45,Peer to Peer Transfer,2024-01-07,10,Sunday,1,1,True,Micro (<50),False,,False,40.77
TXN00005790,2024-01-05 00:29:00,0248833922,0550890288,48.01,USD,P2P,MTN,SUCCESS,GREATER ACCRA,0.53,Peer to Peer Transfer,2024-01-05,0,Friday,1,1,False,Micro (<50),False,,False,48.54
TXN00002352,2024-01-02 15:11:00,0248834370,0553558318,2432.78,GHS,P2P,AIRTELTIGO,SUCCESS,ASHANTI,15.66,Peer to Peer Transfer,2024-01-02,15,Tuesday,1,1,False,High Value (1k+),False,,False,2448.44
TXN00008697,2024-01-07 00:56:00,0248835664,0557482202,67.79,GHS,P2P,AIRTELTIGO,SUCCESS,WESTERN,1.0,Peer to Peer Transfer,2024-01-07,0,Sunday,1,1,True,Small (50-200),False,,False,68.79
TXN00004444,2024-01-04 02:03:00,0248836041,0550412476,41.73,GHS,AIRTIME,MTN,SUCCESS,NORTHERN,0.26,Airtime Top-Up,2024-01-04,2,Thursday,1,1,False,Micro (<50),False,,False,41.99
TXN00002408,2024-01-02 16:07:00,0248837984,0553305276,11.65,GHS,AIRTIME,MTN,SUCCESS,GREATER ACCRA,0.17,Airtime Top-Up,2024-01-02,16,Tuesday,1,1,False,Micro (<50),False,,False,11.82
TXN00002309,2024-01-02 14:28:00,0248838372,0557792311,9.45,GHS,P2P,MTN,SUCCESS,WESTERN,0.07,Peer to Peer Transfer,2024-01-02,14,Tuesday,1,1,False,Micro (<50),False,,False,9.52
TXN00005835,2024-01-05 01:14:00,0248839484,0559128615,467.9,GHS,P2P,MTN,SUCCESS,BRONG-AHAFO,4.38,Peer to Peer Transfer,2024-01-05,1,Friday,1,1,False,Medium (200-500),False,,False,472.28
TXN00000141,2024-01-01 02:20:00,0248840115,0556419154,3207.01,GHS,P2P,VODAFONE,SUCCESS,GREATER ACCRA,38.26,Peer to Peer Transfer,2024-01-01,2,Monday,1,1,False,High Value (1k+),True,,False,3245.27
TXN00008798,2024-01-07 02:37:00,0248840754,0558577694,44.61,GHS,P2P,VODAFONE,SUCCESS,GREATER ACCRA,0.43,Peer to Peer Transfer,2024-01-07,2,Sunday,1,1,True,Micro (<50),False,,False,45.04
TXN00002699,2024-01-02 20:58:00,0248841533,0552688388,212.77,GHS,AIRTIME,VODAFONE,SUCCESS,GREATER ACCRA,2.92,Airtime Top-Up,2024-01-02,20,Tuesday,1,1,False,Medium (200-500),False,,False,215.69
TXN00003256,2024-01-03 06:15:00,0248841967,0550196579,14.02,GHS,MBP,MTN,SUCCESS,WESTERN,0.14,Merchant Bill Payment,2024-01-03,6,Wednesday,1,1,False,Micro (<50),False,,False,14.16
TXN00002094,2024-01-02 10:53:00,0248847379,0558524993,42.6,GHS,P2P,VODAFONE,FAILED,GREATER ACCRA,0.36,Peer to Peer Transfer,2024-01-02,10,Tuesday,1,1,False,Micro (<50),False,,False,42.96
TXN00005371,2024-01-04 17:30:00,0248852004,0555179089,10.15,GHS,DEP,MTN,SUCCESS,NORTHERN,0.07,Deposit,2024-01-04,17,Thursday,1,1,False,Micro (<50),False,,False,10.22
TXN00001026,2024-01-01 17:05:00,0248852120,0559406541,28.76,GHS,MBP,VODAFONE,FAILED,GREATER ACCRA,0.2,Merchant Bill Payment,2024-01-01,17,Monday,1,1,False,Micro (<50),False,,False,28.96
TXN00003878,2024-01-03 16:37:00,0248853453,0552354779,69.58,GHS,P2P,AIRTELTIGO,SUCCESS,ASHANTI,0.78,Peer to Peer Transfer,2024-01-03,16,Wednesday,1,1,False,Small (50-200),False,,False,70.36
TXN00002091,2024-01-02 10:50:00,0248853984,0553699132,372.52,GHS,WDR,VODAFONE,SUCCESS,EASTERN,3.63,Withdrawal,2024-01-02,10,Tuesday,1,1,False,Medium (200-500),False,,False,376.15
TXN00009405,2024-01-07 12:44:00,0248855452,0553527569,39.1,GHS,WDR,MTN,SUCCESS,GREATER ACCRA,0.54,Withdrawal,2024-01-07,12,Sunday,1,1,True,Micro (<50),False,,False,39.64
TXN00004928,2024-01-04 10:07:00,0248855810,0559824650,23.44,GHS,P2P,VODAFONE,SUCCESS,WESTERN,0.22,Peer to Peer Transfer,2024-01-04,10,Thursday,1,1,False,Micro (<50),False,,False,23.66
TXN00009220,2024-01-07 09:39:00,0248855877,0554674276,8.78,GHS,P2P,VODAFONE,SUCCESS,GREATER ACCRA,0.06,Peer to Peer Transfer,2024-01-07,9,Sunday,1,1,True,Micro (<50),False,,False,8.84
TXN00003238,2024-01-03 05:57:00,0248856021,0552908791,109.15,GHS,WDR,AIRTELTIGO,SUCCESS,GREATER ACCRA,1.1,Withdrawal,2024-01-03,5,Wednesday,1,1,False,Small (50-200),False,,False,110.25
TXN00004777,2024-01-04 07:36:00,0248856220,0552519878,13.99,GHS,DEP,MTN,SUCCESS,NORTHERN,0.14,Deposit,2024-01-04,7,Thursday,1,1,False,Micro (<50),False,,False,14.13
TXN00001106,2024-01-01 18:25:00,0248856490,0556059190,6.1,GHS,P2P,VODAFONE,FAILED,ASHANTI,0.06,Peer to Peer Transfer,2024-01-01,18,Monday,1,1,False,Micro (<50),False,,False,6.16
TXN00007425,2024-01-06 03:44:00,0248856605,0552536598,19.19,GHS,MBP,AIRTELTIGO,SUCCESS,NORTHERN,0.27,Merchant Bill Payment,2024-01-06,3,Saturday,1,1,True,Micro (<50),False,,False,19.46
TXN00004152,2024-01-03 21:11:00,0248856632,0553263788,43.77,GHS,MBP,AIRTELTIGO,SUCCESS,GREATER ACCRA,0.64,Merchant Bill Payment,2024-01-03,21,Wednesday,1,1,False,Micro (<50),False,,False,44.41
TXN00009467,2024-01-07 13:46:00,0248856647,0554177459,400.89,GHS,DEP,MTN,SUCCESS,EASTERN,5.16,Deposit,2024-01-07,13,Sunday,1,1,True,Medium (200-500),False,,False,406.05
TXN00001863,2024-01-02 07:02:00,0248857006,0552489543,40.65,GHS,DEP,MTN,SUCCESS,GREATER ACCRA,0.51,Deposit,2024-01-02,7,Tuesday,1,1,False,Micro (<50),False,,False,41.16
TXN00003827,2024-01-03 15:46:00,0248858677,0555769685,25.03,GHS,P2P,MTN,SUCCESS,BRONG-AHAFO,0.25,Peer to Peer Transfer,2024-01-03,15,Wednesday,1,1,False,Micro (<50),False,,False,25.28
TXN00005612,2024-01-04 21:31:00,0248858792,0557423817,120.98,GHS,MBP,MTN,SUCCESS,ASHANTI,1.56,Merchant Bill Payment,2024-01-04,21,Thursday,1,1,False,Small (50-200),False,,False,122.54
TXN00004025,2024-01-03 19:04:00,0248859630,0557737652,384.09,GHS,P2P,VODAFONE,SUCCESS,GREATER ACCRA,2.36,Peer to Peer Transfer,2024-01-03,19,Wednesday,1,1,False,Medium (200-500),False,,False,386.45
TXN00002391,2024-01-02 15:50:00,0248860927,0552899215,34.45,GHS,MBP,VODAFONE,SUCCESS,WESTERN,0.45,Merchant Bill Payment,2024-01-02,15,Tuesday,1,1,False,Micro (<50),False,,False,34.9
TXN00004073,2024-01-03 19:52:00,0248860944,0554472354,18.02,GHS,P2P,AIRTELTIGO,SUCCESS,EASTERN,0.11,Peer to Peer Transfer,2024-01-03,19,Wednesday,1,1,False,Micro (<50),False,,False,18.13
TXN00004123,2024-01-03 20:42:00,0248861339,0552731072,185.01,GHS,DEP,AIRTELTIGO,SUCCESS,GREATER ACCRA,1.5,Deposit,2024-01-03,20,Wednesday,1,1,False,Small (50-200),False,,False,186.51
TXN00009980,2024-01-07 22:19:00,0248863405,0556039321,67.9,GHS,MBP,VODAFONE,SUCCESS,EASTERN,0.39,Merchant Bill Payment,2024-01-07,22,Sunday,1,1,True,Small (50-200),False,,False,68.29
TXN00008224,2024-01-06 17:03:00,0248863801,0554168900,368.01,GHS,WDR,VODAFONE,SUCCESS,WESTERN,2.09,Withdrawal,2024-01-06,17,Saturday,1,1,True,Medium (200-500),False,,False,370.1
TXN00002282,2024-01-02 14:01:00,0248863849,0558873583,49.5,GHS,AIRTIME,AIRTELTIGO,SUCCESS,EASTERN,0.26,Airtime Top-Up,2024-01-02,14,Tuesday,1,1,False,Micro (<50),False,,False,49.76
TXN00009174,2024-01-07 08:53:00,0248864085,0551209897,23.36,GHS,P2P,MTN,SUCCESS,GREATER ACCRA,0.16,Peer to Peer Transfer,2024-01-07,8,Sunday,1,1,True,Micro (<50),False,,False,23.52
TXN00000631,2024-01-01 10:30:00,0248864502,0555988002,4386.46,GHS,DEP,AIRTELTIGO,SUCCESS,EASTERN,35.18,Deposit,2024-01-01,10,Monday,1,1,False,High Value (1k+),True,,False,4421.64
TXN00002129,2024-01-02 11:28:00,0248864682,0558479027,328.01,GHS,P2P,VODAFONE,SUCCESS,GREATER ACCRA,2.84,Peer to Peer Transfer,2024-01-02,11,Tuesday,1,1,False,Medium (200-500),False,,False,330.85
TXN00003527,2024-01-03 10:46:00,0248864823,0556908445,305.21,GHS,MBP,VODAFONE,PENDING,BRONG-AHAFO,3.59,Merchant Bill Payment,2024-01-03,10,Wednesday,1,1,False,Medium (200-500),False,,False,308.8
TXN00008469,2024-01-06 21:08:00,0248865201,0551346467,19.27,GHS,DEP,MTN,SUCCESS,NORTHERN,0.16,Deposit,2024-01-06,21,Saturday,1,1,True,Micro (<50),False,,False,19.43
TXN00002420,2024-01-02 16:19:00,0248865943,0558286070,18.97,GHS,AIRTIME,MTN,SUCCESS,BRONG-AHAFO,0.2,Airtime Top-Up,2024-01-02,16,Tuesday,1,1,False,Micro (<50),False,,False,19.17
TXN00002983,2024-01-03 01:42:00,0248870272,0551831728,1208.59,GHS,AIRTIME,MTN,SUCCESS,ASHANTI,11.34,Airtime Top-Up,2024-01-03,1,Wednesday,1,1,False,High Value (1k+),False,,False,1219.93
TXN00009372,2024-01-07 12:11:00,0248871593,0551061902,37.39,GHS,P2P,MTN,SUCCESS,GREATER ACCRA,0.55,Peer to Peer Transfer,2024-01-07,12,Sunday,1,1,True,Micro (<50),False,,False,37.94
TXN00004840,2024-01-04 08:39:00,0248872828,0553607489,17.59,GHS,DEP,AIRTELTIGO,SUCCESS,ASHANTI,0.11,Deposit,2024-01-04,8,Thursday,1,1,False,Micro (<50),False,,False,17.7
TXN00007852,2024-01-06 10:51:00,0248872953,0552952153,176.62,GHS,DEP,MTN,SUCCESS,EASTERN,1.5,Deposit,2024-01-06,10,Saturday,1,1,True,Small (50-200),False,,False,178.12
TXN00008102,2024-01-06 15:01:00,0248874812,0557669656,206.56,GHS,WDR,MTN,SUCCESS,BRONG-AHAFO,2.23,Withdrawal,2024-01-06,15,Saturday,1,1,True,Medium (200-500),False,,False,208.79
TXN00006801,2024-01-05 17:20:00,0248876736,0554498721,27.5,GHS,P2P,MTN,SUCCESS,BRONG-AHAFO,0.34,Peer to Peer Transfer,2024-01-05,17,Friday,1,1,False,Micro (<50),False,,False,27.84
TXN00008418,2024-01-06 20:17:00,0248878248,0553643543,41.72,GHS,P2P,AIRTELTIGO,SUCCESS,GREATER ACCRA,0.34,Peer to Peer Transfer,2024-01-06,20,Saturday,1,1,True,Micro (<50),False,,False,42.06
TXN00002676,2024-01-02 20:35:00,0248879773,0556052412,37.91,GHS,DEP,MTN,SUCCESS,EASTERN,0.49,Deposit,2024-01-02,20,Tuesday,1,1,False,Micro (<50),False,,False,38.4
TXN00007939,2024-01-06 12:18:00,0248880999,0557224391,48.26,GHS,WDR,AIRTELTIGO,SUCCESS,BRONG-AHAFO,0.29,Withdrawal,2024-01-06,12,Saturday,1,1,True,Micro (<50),False,,False,48.55
TXN00004832,2024-01-04 08:31:00,0248884387,0557900568,283.41,GHS,P2P,MTN,SUCCESS,WESTERN,3.03,Peer to Peer Transfer,2024-01-04,8,Thursday,1,1,False,Medium (200-500),False,,False,286.44
TXN00008282,2024-01-06 18:01:00,0248884437,0556855116,471.3,GHS,WDR,MTN,SUCCESS,ASHANTI,4.35,Withdrawal,2024-01-06,18,Saturday,1,1,True,Medium (200-500),False,,False,475.65
TXN00002703,2024-01-02 21:02:00,0248885057,0553472017,37.97,GHS,P2P,MTN,SUCCESS,GREATER ACCRA,0.52,Peer to Peer Transfer,2024-01-02,21,Tuesday,1,1,False,Micro (<50),False,,False,38.49
TXN00003625,2024-01-03 12:24:00,0248886276,0558627555,23.24,GHS,AIRTIME,VODAFONE,PENDING,EASTERN,0.15,Airtime Top-Up,2024-01-03,12,Wednesday,1,1,False,Micro (<50),False,,False,23.39
TXN00003474,2024-01-03 09:53:00,0248886868,0554024603,104.07,GHS,MBP,VODAFONE,SUCCESS,WESTERN,1.48,Merchant Bill Payment,2024-01-03,9,Wednesday,1,1,False,Small (50-200),False,,False,105.55
TXN00000357,2024-01-01 05:56:00,0248888081,0551678516,39.52,GHS,WDR,MTN,SUCCESS,EASTERN,0.26,Withdrawal,2024-01-01,5,Monday,1,1,False,Micro (<50),False,,False,39.78
TXN00000496,2024-01-01 08:15:00,0248888199,0553385995,9.16,GHS,MBP,MTN,REVERSED,ASHANTI,0.08,Merchant Bill Payment,2024-01-01,8,Monday,1,1,False,Micro (<50),False,,False,9.24
TXN00003372,2024-01-03 08:11:00,0248888687,0558903051,13.11,GHS,DEP,AIRTELTIGO,SUCCESS,WESTERN,0.1,Deposit,2024-01-03,8,Wednesday,1,1,False,Micro (<50),False,,False,13.21
TXN00006814,2024-01-05 17:33:00,0248890568,0558185318,460.3,GHS,DEP,AIRTELTIGO,SUCCESS,WESTERN,6.53,Deposit,2024-01-05,17,Friday,1,1,False,Medium (200-500),False,,False,466.83
TXN00003686,2024-01-03 13:25:00,0248891056,0554083578,9.79,GHS,WDR,MTN,SUCCESS,GREATER ACCRA,0.06,Withdrawal,2024-01-03,13,Wednesday,1,1,False,Micro (<50),False,,False,9.85
TXN00001959,2024-01-02 08:38:00,0248891539,0555784857,345.02,GHS,AIRTIME,AIRTELTIGO,SUCCESS,GREATER ACCRA,3.31,Airtime Top-Up,2024-01-02,8,Tuesday,1,1,False,Medium (200-500),False,,False,348.33
TXN00000006,2024-01-01 00:05:00,0248893107,0550952621,43.42,GHS,WDR,MTN,SUCCESS,GREATER ACCRA,0.29,Withdrawal,2024-01-01,0,Monday,1,1,False,Micro (<50),False,,False,43.71
TXN00001787,2024-01-02 05:46:00,0248894368,0558137212,332.7,GHS,DEP,MTN,SUCCESS,ASHANTI,3.34,Deposit,2024-01-02,5,Tuesday,1,1,False,Medium (200-500),False,,False,336.04
TXN00003163,2024-01-03 04:42:00,0248894430,0555802844,27.63,GHS,DEP,MTN,SUCCESS,GREATER ACCRA,0.33,Deposit,2024-01-03,4,Wednesday,1,1,False,Micro (<50),False,,False,27.96
TXN00000255,2024-01-01 04:14:00,0248894627,0558828529,46.83,GHS,WDR,VODAFONE,SUCCESS,EASTERN,0.44,Withdrawal,2024-01-01,4,Monday,1,1,False,Micro (<50),False,,False,47.27
TXN00004403,2024-01-04 01:22:00,0248896160,0556972103,4.09,GHS,MBP,MTN,SUCCESS,GREATER ACCRA,0.03,Merchant Bill Payment,2024-01-04,1,Thursday,1,1,False,Micro (<50),False,,False,4.12
TXN00004585,2024-01-04 04:24:00,0248897396,0551100164,101.93,GHS,WDR,AIRTELTIGO,SUCCESS,EASTERN,1.32,Withdrawal,2024-01-04,4,Thursday,1,1,False,Small (50-200),False,,False,103.25
TXN00009250,2024-01-07 10:09:00,0248897841,0556036949,31.02,GHS,DEP,VODAFONE,SUCCESS,ASHANTI,0.21,Deposit,2024-01-07,10,Sunday,1,1,True,Micro (<50),False,,False,31.23
TXN00007834,2024-01-06 10:33:00,0248897907,0556003040,1688.85,GHS,P2P,VODAFONE,SUCCESS,NORTHERN,17.15,Peer to Peer Transfer,2024-01-06,10,Saturday,1,1,True,High Value (1k+),False,,False,1706.0
TXN00008453,2024-01-06 20:52:00,0248898880,0558441165,339.76,GHS,WDR,AIRTELTIGO,SUCCESS,EASTERN,4.9,Withdrawal,2024-01-06,20,Saturday,1,1,True,Medium (200-500),False,,False,344.66
TXN00001169,2024-01-01 19:28:00,0248900231,0554698440,24.81,GHS,DEP,AIRTELTIGO,SUCCESS,ASHANTI,0.13,Deposit,2024-01-01,19,Monday,1,1,False,Micro (<50),False,,False,24.94
TXN00005641,2024-01-04 22:00:00,0248900617,0554648337,23.56,GHS,WDR,MTN,SUCCESS,WESTERN,0.16,Withdrawal,2024-01-04,22,Thursday,1,1,False,Micro (<50),False,,False,23.72
TXN00004578,2024-01-04 04:17:00,0248902189,0551968696,26.57,GHS,P2P,MTN,SUCCESS,GREATER ACCRA,0.19,Peer to Peer Transfer,2024-01-04,4,Thursday,1,1,False,Micro (<50),False,,False,26.76
TXN00004837,2024-01-04 08:36:00,0248902558,0550869716,21.47,GHS,DEP,VODAFONE,SUCCESS,WESTERN,0.3,Deposit,2024-01-04,8,Thursday,1,1,False,Micro (<50),False,,False,21.77
TXN00002641,2024-01-02 20:00:00,0248903649,0555419700,20.8,GHS,AIRTIME,VODAFONE,SUCCESS,GREATER ACCRA,0.28,Airtime Top-Up,2024-01-02,20,Tuesday,1,1,False,Micro (<50),False,,False,21.08
TXN00000209,2024-01-01 03:28:00,0248904822,0551525337,2.39,GHS,P2P,MTN,SUCCESS,GREATER ACCRA,0.02,Peer to Peer Transfer,2024-01-01,3,Monday,1,1,False,Micro (<50),False,,False,2.41
TXN00002761,2024-01-02 22:00:00,0248904907,0554013968,8.39,GHS,P2P,MTN,SUCCESS,GREATER ACCRA,0.1,Peer to Peer Transfer,2024-01-02,22,Tuesday,1,1,False,Micro (<50),False,,False,8.49
TXN00008642,2024-01-07 00:01:00,0248905352,0551059710,40.37,GHS,MBP,VODAFONE,SUCCESS,EASTERN,0.34,Merchant Bill Payment,2024-01-07,0,Sunday,1,1,True,Micro (<50),False,,False,40.71
TXN00003531,2024-01-03 10:50:00,0248905719,0554853686,45.85,GHS,MBP,MTN,SUCCESS,GREATER ACCRA,0.4,Merchant Bill Payment,2024-01-03,10,Wednesday,1,1,False,Micro (<50),False,,False,46.25
TXN00008720,2024-01-07 01:19:00,0248908111,0554074096,46.17,GHS,WDR,MTN,SUCCESS,GREATER ACCRA,0.58,Withdrawal,2024-01-07,1,Sunday,1,1,True,Micro (<50),False,,False,46.75
TXN00009684,2024-01-07 17:23:00,0248908481,0553721495,449.39,GHS,WDR,MTN,SUCCESS,BRONG-AHAFO,5.87,Withdrawal,2024-01-07,17,Sunday,1,1,True,Medium (200-500),False,,False,455.26
TXN00004229,2024-01-03 22:28:00,0248909053,0554324856,1.08,GHS,WDR,VODAFONE,SUCCESS,WESTERN,0.01,Withdrawal,2024-01-03,22,Wednesday,1,1,False,Micro (<50),False,,False,1.09
TXN00003665,2024-01-03 13:04:00,0248910376,0554677663,24.09,GHS,P2P,VODAFONE,SUCCESS,GREATER ACCRA,0.25,Peer to Peer Transfer,2024-01-03,13,Wednesday,1,1,False,Micro (<50),False,,False,24.34
TXN00003678,2024-01-03 13:17:00,0248911498,0550105755,44.55,GHS,AIRTIME,AIRTELTIGO,SUCCESS,ASHANTI,0.33,Airtime Top-Up,2024-01-03,13,Wednesday,1,1,False,Micro (<50),False,,False,44.88
TXN00002871,2024-01-02 23:50:00,0248911795,0558542118,53.71,GHS,DEP,MTN,SUCCESS,ASHANTI,0.35,Deposit,2024-01-02,23,Tuesday,1,1,False,Small (50-200),False,,False,54.06
TXN00003758,2024-01-03 14:37:00,0248912305,0555030441,41.2,GHS,MBP,VODAFONE,SUCCESS,NORTHERN,0.49,Merchant Bill Payment,2024-01-03,14,Wednesday,1,1,False,Micro (<50),False,,False,41.69
TXN00006720,2024-01-05 15:59:00,0248912525,0557812303,22.62,GHS,MBP,MTN,SUCCESS,GREATER ACCRA,0.3,Merchant Bill Payment,2024-01-05,15,Friday,1,1,False,Micro (<50),False,,False,22.92
TXN00000714,2024-01-01 11:53:00,0248912851,0558309006,38.34,GHS,DEP,AIRTELTIGO,SUCCESS,EASTERN,0.38,Deposit,2024-01-01,11,Monday,1,1,False,Micro (<50),False,,False,38.72
TXN00005721,2024-01-04 23:20:00,0248912985,0556829896,20.69,GHS,P2P,MTN,SUCCESS,ASHANTI,0.3,Peer to Peer Transfer,2024-01-04,23,Thursday,1,1,False,Micro (<50),False,,False,20.99
TXN00002156,2024-01-02 11:55:00,0248913226,0553753819,15.43,GHS,MBP,VODAFONE,FAILED,BRONG-AHAFO,0.14,Merchant Bill Payment,2024-01-02,11,Tuesday,1,1,False,Micro (<50),False,,False,15.57
TXN00004687,2024-01-04 06:06:00,0248914066,0552581594,17.93,GHS,DEP,MTN,SUCCESS,GREATER ACCRA,0.17,Deposit,2024-01-04,6,Thursday,1,1,False,Micro (<50),False,,False,18.1
TXN00004142,2024-01-03 21:01:00,0248914858,0556383856,35.55,GHS,DEP,MTN,SUCCESS,WESTERN,0.33,Deposit,2024-01-03,21,Wednesday,1,1,False,Micro (<50),False,,False,35.88
TXN00006101,2024-01-05 05:40:00,0248917903,0558628456,32.63,GHS,MBP,MTN,SUCCESS,BRONG-AHAFO,0.33,Merchant Bill Payment,2024-01-05,5,Friday,1,1,False,Micro (<50),False,,False,32.96
TXN00000686,2024-01-01 11:25:00,0248919107,0554080498,15.59,GHS,DEP,AIRTELTIGO,SUCCESS,GREATER ACCRA,0.08,Deposit,2024-01-01,11,Monday,1,1,False,Micro (<50),False,,False,15.67
TXN00000515,2024-01-01 08:34:00,0248920199,0558577442,32.7,GHS,DEP,VODAFONE,SUCCESS,ASHANTI,0.22,Deposit,2024-01-01,8,Monday,1,1,False,Micro (<50),False,,False,32.92
TXN00009488,2024-01-07 14:07:00,0248925058,0555464493,9.76,GHS,P2P,MTN,SUCCESS,NORTHERN,0.08,Peer to Peer Transfer,2024-01-07,14,Sunday,1,1,True,Micro (<50),False,,False,9.84
TXN00009873,2024-01-07 20:32:00,0248926940,0552695829,18.43,GHS,P2P,AIRTELTIGO,SUCCESS,GREATER ACCRA,0.25,Peer to Peer Transfer,2024-01-07,20,Sunday,1,1,True,Micro (<50),False,,False,18.68
TXN00001388,2024-01-01 23:07:00,0248927780,0556024988,41.06,GHS,P2P,MTN,FAILED,GREATER ACCRA,0.38,Peer to Peer Transfer,2024-01-01,23,Monday,1,1,False,Micro (<50),False,,False,41.44
TXN00001219,2024-01-01 20:18:00,0248930291,0557915879,892.45,GHS,P2P,MTN,SUCCESS,EASTERN,7.07,Peer to Peer Transfer,2024-01-01,20,Monday,1,1,False,Large (500-1k),False,,False,899.52
TXN00006965,2024-01-05 20:04:00,0248930778,0551724699,41.54,GHS,MBP,VODAFONE,SUCCESS,GREATER ACCRA,0.6,Merchant Bill Payment,2024-01-05,20,Friday,1,1,False,Micro (<50),False,,False,42.14
TXN00007627,2024-01-06 07:06:00,0248934655,0553681018,60.48,GHS,P2P,MTN,PENDING,GREATER ACCRA,0.34,Peer to Peer Transfer,2024-01-06,7,Saturday,1,1,True,Small (50-200),False,,False,60.82
TXN00005239,2024-01-04 15:18:00,0248936107,0554850993,22.49,GHS,INTL,VODAFONE,SUCCESS,GREATER ACCRA,0.12,International Transfer,2024-01-04,15,Thursday,1,1,False,Micro (<50),False,,False,22.61
